temperatura_mel,viscosidade_mel,atividade_agua,densidade_mel,peso_target,desvio_peso,precisao_balanca,velocidade_envase,pressao_vedacao,tempo_exposicao_ar,temperatura_ambiente,umidade_relativa,experiencia_operador,turno_trabalho,fadiga_operador,limpeza_equipamento,manutencao_recente,tipo_enchedora,calibracao_ok,tipo_embalagem,qualidade_rotulo,adesao_rotulo,teste_vedacao,risco
34.22,438804.5,0.605,1.45,995,-5.04,0.36,86.4,18.78,16.5,23.2,48.8,0.0,1,1,4,3.3,1,1,1,5.0,1,1,1
42.75,501737.6,0.609,1.421,995,-0.93,1.5,114.8,28.16,5.2,28.9,47.0,3.6,1,3,4,1.8,2,0,2,4.8,1,1,1
32.64,374130.3,0.648,1.434,495,-0.84,1.4,88.1,25.97,17.4,18.4,56.6,0.4,2,2,3,2.4,3,1,2,4.9,1,1,0
32.96,521944.7,0.579,1.448,995,0.37,0.22,49.0,23.75,10.5,23.1,42.5,0.0,1,3,3,4.5,2,1,2,4.7,1,1,0
39.07,626834.7,0.628,1.436,245,0.4,0.51,29.1,30.34,7.8,25.9,54.2,2.6,2,4,4,1.2,2,1,3,4.8,1,1,0
35.44,612162.5,0.619,1.424,995,-1.61,0.31,84.8,24.29,13.6,23.7,50.8,4.8,2,2,4,0.1,2,1,1,4.8,1,1,2
41.49,351627.7,0.579,1.389,245,-0.12,0.74,77.6,27.01,7.6,30.6,62.7,0.5,3,4,4,10.3,3,1,1,4.5,1,1,1
38.44,400336.3,0.613,1.451,245,-1.35,1.01,110.6,24.26,5.0,25.5,48.6,0.0,1,2,4,15.0,1,1,1,4.5,1,1,0
31.95,648927.5,0.547,1.375,245,0.18,1.46,48.1,19.08,7.1,20.0,51.6,4.6,3,4,4,12.3,3,1,2,5.0,1,1,0
39.3,491395.8,0.605,1.414,995,3.09,1.65,59.4,22.49,5.5,19.5,59.7,0.9,3,3,4,1.7,2,1,1,5.0,1,1,0
34.46,408226.6,0.539,1.421,495,1.87,0.17,76.6,23.33,9.3,25.2,61.0,2.5,1,1,3,2.3,1,1,1,5.0,1,1,0
28.9,522117.5,0.61,1.43,495,-0.34,0.89,106.3,21.68,10.0,22.8,63.5,3.1,1,1,5,1.2,3,1,2,5.0,1,1,1
39.83,457099.3,0.601,1.398,995,-0.08,0.31,115.5,29.34,5.3,23.1,40.9,1.7,3,5,3,29.6,2,1,3,5.0,1,1,0
35.45,391261.6,0.613,1.384,245,0.64,0.81,34.0,29.59,8.5,21.0,59.5,0.8,2,2,3,1.6,3,1,1,5.0,1,1,0
40.99,532328.8,0.63,1.418,995,0.63,0.89,111.4,23.07,17.9,24.1,56.4,9.9,1,1,4,2.6,3,1,2,5.0,1,1,0
34.76,440668.7,0.573,1.443,495,-1.15,1.85,49.4,25.06,37.6,26.6,54.9,0.9,1,2,3,13.7,2,1,2,4.1,1,1,0
36.92,505092.8,0.583,1.419,995,-1.65,1.88,104.7,27.19,51.0,18.4,63.9,4.2,1,2,3,5.6,2,1,1,5.0,1,1,0
33.7,405889.1,0.615,1.432,995,-9.73,0.37,100.0,22.29,11.9,20.9,61.0,1.1,1,1,5,1.2,1,0,3,4.6,1,1,1
38.11,557901.8,0.583,1.417,495,-0.56,0.5,84.3,31.21,36.3,24.5,28.8,2.9,2,2,4,8.8,2,1,2,5.0,1,1,0
41.95,544345.2,0.61,1.423,495,0.08,1.58,46.4,14.49,12.0,24.5,61.1,10.6,3,3,5,1.0,3,1,1,5.0,1,0,2
36.51,365639.7,0.616,1.41,245,-1.02,0.57,50.0,22.09,13.9,23.9,53.6,1.7,2,3,4,61.5,2,0,3,5.0,1,1,1
36.4,696066.3,0.59,1.424,245,0.38,1.27,29.8,22.6,38.9,28.5,64.2,1.0,3,4,3,7.6,3,1,2,5.0,1,1,0
28.85,405325.0,0.643,1.421,495,-1.67,0.12,91.0,20.25,5.2,21.0,55.4,0.5,3,4,3,1.2,3,1,2,4.6,1,1,1
40.68,645596.3,0.591,1.405,245,-0.97,1.94,79.7,27.36,9.1,18.4,54.8,12.4,3,3,5,12.8,1,0,2,4.4,1,1,1
39.5,488194.9,0.574,1.402,495,0.72,0.41,96.7,25.82,8.6,24.2,51.4,2.8,2,3,3,22.2,2,0,1,3.9,1,1,0
37.6,446661.1,0.616,1.436,995,-1.54,0.54,116.3,19.79,20.8,24.2,53.1,4.0,1,1,2,35.4,1,1,2,5.0,1,1,2
35.46,526782.6,0.573,1.4,245,1.04,0.96,92.5,22.89,9.8,22.7,59.5,6.4,1,2,5,0.1,2,1,1,5.0,1,1,0
37.7,497110.6,0.628,1.401,495,0.6,1.56,51.6,24.73,19.5,24.6,71.8,1.9,2,2,1,5.8,2,1,2,3.9,0,1,1
36.39,461245.6,0.544,1.415,995,0.2,1.29,38.0,21.11,16.8,19.8,56.7,0.1,2,3,3,11.8,2,1,3,5.0,1,1,0
42.0,297253.1,0.617,1.39,995,3.68,1.64,45.3,21.07,16.6,15.5,64.1,0.8,2,2,5,7.5,1,1,1,4.9,1,1,1
37.57,408249.1,0.53,1.433,495,2.62,0.58,43.9,27.57,11.2,24.9,65.8,6.6,1,2,3,12.7,2,1,2,3.8,1,1,0
44.1,506495.5,0.59,1.415,495,2.81,1.59,51.0,27.18,14.6,21.4,39.4,3.4,3,3,3,8.4,1,1,1,5.0,1,1,1
45.27,404607.0,0.582,1.428,995,0.76,1.59,30.4,20.2,45.9,20.3,45.0,1.0,3,5,5,4.9,3,1,1,5.0,1,1,1
40.29,523810.1,0.573,1.378,995,-2.28,1.43,95.8,22.11,31.0,26.6,47.9,3.0,3,4,5,13.5,2,1,1,4.1,1,1,0
37.14,478312.3,0.617,1.416,495,-4.09,1.08,79.4,31.31,7.2,20.9,23.5,0.8,2,4,3,2.0,1,1,2,5.0,1,1,0
30.91,560576.7,0.538,1.392,495,-3.23,1.7,74.9,25.15,32.9,24.9,61.7,0.3,1,3,3,1.9,1,1,3,5.0,1,1,0
36.81,487476.3,0.553,1.386,995,2.34,0.51,47.5,19.5,6.2,27.4,51.6,7.8,1,1,3,11.1,2,1,1,3.8,1,1,0
35.59,443567.9,0.66,1.427,995,1.18,0.32,109.0,22.82,20.0,20.0,58.6,0.1,2,2,2,2.1,3,0,2,4.2,1,1,2
34.87,1130735.0,0.584,1.417,495,-1.36,1.04,50.2,28.05,37.8,23.3,47.4,0.8,3,3,4,5.8,3,1,1,5.0,1,1,0
37.02,195676.5,0.599,1.426,495,-0.2,0.92,85.5,24.76,22.6,33.0,42.9,9.8,1,2,4,12.1,2,1,1,3.7,1,1,0
34.68,704523.7,0.597,1.467,995,-0.96,1.91,47.2,23.54,6.1,25.9,58.7,11.0,1,2,4,4.6,3,1,1,5.0,1,1,0
33.83,638803.9,0.568,1.404,495,-1.81,1.25,35.7,16.74,39.3,16.4,49.3,0.4,1,3,3,12.8,3,0,2,4.9,1,0,2
38.9,508650.3,0.607,1.412,495,-1.79,1.74,82.2,20.44,11.5,22.5,50.2,5.1,1,1,5,67.1,1,1,3,4.5,1,1,0
40.93,459397.4,0.614,1.422,495,0.27,0.83,66.0,17.37,7.5,25.5,50.7,6.8,2,3,4,9.4,3,1,1,5.0,1,0,2
36.6,351135.1,0.6,1.422,495,1.01,0.98,40.4,25.25,7.6,21.8,52.3,1.8,1,1,5,1.4,3,1,1,4.3,1,1,0
33.05,457878.7,0.581,1.448,245,3.71,1.44,27.8,16.18,17.2,25.3,40.4,3.1,3,4,4,3.1,1,1,1,4.8,1,0,2
36.4,351439.0,0.613,1.409,245,-1.31,0.63,66.8,25.69,16.0,25.5,54.8,3.7,2,2,5,4.0,2,1,2,4.3,1,1,0
38.92,622110.4,0.593,1.423,995,-1.02,0.25,59.0,23.73,12.4,20.9,48.2,1.5,2,3,5,9.4,3,0,2,4.3,1,1,0
28.18,806779.6,0.595,1.435,245,-1.07,0.92,67.9,28.13,17.9,20.2,46.5,1.4,2,4,1,22.8,2,1,1,4.5,1,1,2
35.57,510283.4,0.629,1.431,495,-1.36,1.61,47.2,22.45,28.8,27.7,57.4,2.4,1,3,4,6.6,1,1,2,3.6,1,1,0
34.01,381635.1,0.605,1.402,245,0.04,0.95,73.4,25.44,30.5,20.2,62.8,6.3,2,2,5,21.5,2,1,1,4.6,1,1,0
32.53,382994.8,0.604,1.415,995,-0.28,0.69,105.6,33.51,17.6,22.8,68.7,4.2,3,4,1,2.9,3,1,2,4.0,0,1,1
32.84,326844.2,0.565,1.4,995,-0.36,0.55,100.3,20.56,20.6,16.2,47.3,10.2,2,2,3,5.7,2,1,1,5.0,1,1,0
36.29,442241.5,0.626,1.443,995,-0.84,1.51,103.3,20.61,5.2,20.6,36.9,7.3,2,2,3,5.7,1,1,1,5.0,1,1,0
32.18,290826.4,0.634,1.42,245,-0.21,0.28,110.9,28.79,6.1,18.6,46.1,2.7,2,3,5,2.0,3,1,2,3.9,1,1,2
34.76,499403.0,0.599,1.432,245,0.23,0.22,44.7,26.64,36.3,22.7,64.3,1.7,1,3,3,2.1,3,1,1,5.0,1,1,0
36.14,488467.5,0.562,1.433,245,-0.62,1.95,82.4,17.18,10.4,23.7,62.4,2.4,1,1,4,0.8,1,1,2,4.4,1,0,2
40.63,878911.1,0.587,1.415,995,-0.57,0.14,25.1,26.26,19.1,23.0,79.3,1.1,2,3,1,3.3,3,0,3,3.5,0,1,2
40.8,611574.9,0.575,1.411,495,0.93,1.42,117.7,20.79,13.2,25.9,65.4,4.4,2,2,5,10.6,1,1,2,3.1,1,1,0
37.98,479021.9,0.598,1.42,495,2.3,1.75,80.3,26.82,30.4,19.8,47.7,1.7,2,2,4,5.0,2,1,1,5.0,1,1,0
42.33,645744.7,0.62,1.421,995,0.98,1.75,94.8,33.44,35.3,21.2,47.0,0.3,1,2,3,9.7,2,1,2,4.1,1,1,1
35.05,282896.6,0.598,1.44,995,0.93,0.52,97.2,21.9,14.1,22.1,49.6,1.5,2,2,4,12.6,3,1,2,5.0,1,1,0
32.08,776729.6,0.646,1.398,995,0.97,1.84,21.1,23.37,14.1,24.3,57.8,6.7,3,4,4,5.0,3,1,1,5.0,1,1,0
42.46,492400.2,0.571,1.455,995,0.29,1.78,91.3,31.56,17.1,18.4,51.4,12.5,2,3,3,3.9,2,1,2,5.0,1,1,1
25.97,457581.7,0.605,1.422,495,2.2,0.72,60.9,25.89,15.1,23.0,55.4,0.1,3,5,4,9.4,2,1,3,4.2,1,1,1
38.64,750596.7,0.601,1.386,245,-1.28,1.76,35.3,25.15,21.5,20.6,41.8,8.5,1,1,2,7.0,3,1,1,4.8,1,1,1
37.67,465405.5,0.617,1.444,245,-1.81,0.7,31.9,35.64,8.6,17.5,61.7,1.7,1,1,4,19.3,1,1,1,4.4,1,0,2
34.15,442591.0,0.61,1.414,495,1.28,1.71,41.6,30.64,26.0,23.6,54.3,4.6,1,1,3,6.7,2,1,1,5.0,1,1,0
39.75,542075.1,0.59,1.406,245,-1.26,0.96,39.7,24.51,26.6,19.3,58.5,6.8,1,3,3,25.5,3,0,2,5.0,1,1,1
41.06,263117.3,0.565,1.405,495,0.39,1.82,111.3,17.55,5.8,22.6,52.7,0.9,1,1,4,8.6,2,1,1,5.0,1,0,2
39.17,456148.4,0.585,1.413,245,-3.37,0.98,42.1,18.76,5.0,23.6,58.8,0.3,2,3,3,5.4,1,1,1,5.0,1,1,0
41.51,397082.4,0.632,1.432,495,0.27,1.78,104.2,25.97,48.7,22.4,55.2,0.0,2,3,3,5.1,3,1,1,3.5,1,1,0
36.89,364086.2,0.636,1.409,245,-1.46,0.66,46.2,27.17,22.4,23.4,49.0,1.2,3,5,3,0.1,1,1,1,5.0,1,1,1
41.52,469528.5,0.657,1.439,995,0.13,0.21,55.9,18.8,7.4,25.6,57.5,1.8,2,2,3,8.3,3,0,2,4.8,1,1,1
29.74,746418.1,0.676,1.419,995,-0.92,0.3,37.9,18.05,7.7,22.5,54.6,0.8,1,2,4,1.7,2,1,1,4.3,1,1,1
34.06,449726.1,0.584,1.394,245,2.24,0.27,48.4,28.8,9.6,21.3,45.3,0.1,2,4,4,4.5,3,1,2,5.0,1,1,1
41.19,432374.7,0.558,1.412,495,-2.96,1.88,43.9,24.9,6.8,25.1,45.1,6.4,2,2,5,10.2,2,1,3,5.0,1,1,2
38.29,388777.7,0.621,1.403,245,0.21,0.24,60.7,25.97,11.2,21.7,68.7,3.5,2,4,5,5.6,2,1,2,3.1,0,1,0
35.35,339670.0,0.593,1.457,245,-0.07,1.37,26.6,29.53,7.1,23.8,52.1,1.6,1,1,3,10.1,2,1,2,5.0,1,1,0
34.41,350855.1,0.59,1.436,995,-1.98,0.66,67.5,31.46,8.6,22.2,53.6,1.1,1,3,4,15.5,2,0,1,5.0,1,1,1
41.66,652914.2,0.53,1.447,495,0.56,1.63,47.6,29.92,24.6,25.4,48.5,0.2,2,4,2,11.1,3,0,1,5.0,1,1,2
38.57,581347.4,0.604,1.383,995,0.4,1.5,29.5,15.95,10.3,22.6,62.5,8.4,3,4,3,15.6,1,1,1,4.8,1,0,2
42.7,723091.2,0.625,1.407,245,-0.95,0.82,96.3,29.77,5.1,26.8,51.1,1.0,1,1,2,13.9,2,1,2,4.5,1,1,2
40.27,569174.4,0.541,1.424,995,-3.78,1.87,94.4,26.55,9.1,28.1,62.8,0.5,1,3,4,2.4,2,0,2,4.9,1,1,0
31.16,447824.9,0.625,1.429,495,0.59,1.86,104.2,22.83,6.5,17.4,63.5,0.7,2,4,1,15.4,2,1,1,4.3,1,1,2
34.05,378848.2,0.602,1.397,245,-1.53,1.69,107.6,22.65,16.7,21.9,52.7,6.1,1,1,3,13.1,2,1,1,5.0,1,1,0
42.53,592704.5,0.582,1.47,245,-2.35,0.64,45.0,33.47,6.0,22.7,53.3,1.4,1,2,4,26.4,2,1,1,5.0,1,1,1
38.32,515074.1,0.62,1.396,995,-3.12,1.34,80.1,24.73,5.8,20.2,38.8,0.9,1,1,4,4.5,1,1,3,5.0,1,1,0
36.9,437972.1,0.606,1.411,495,0.86,0.36,114.6,23.04,7.5,23.5,41.5,1.1,3,4,5,5.7,2,1,1,4.8,1,1,0
26.35,606715.4,0.6,1.423,495,-0.2,1.0,54.2,35.36,6.7,23.6,56.2,0.7,3,3,4,4.2,3,0,1,4.8,1,0,2
36.46,530445.7,0.566,1.405,495,1.51,1.49,20.8,21.9,8.9,24.2,51.6,4.8,1,3,3,25.5,1,1,1,4.7,1,1,0
44.17,417576.4,0.614,1.394,495,-1.22,1.87,116.1,30.12,35.4,17.5,71.6,0.2,3,5,1,4.4,2,1,1,4.4,0,1,2
31.76,600690.0,0.589,1.409,495,1.69,0.38,68.4,24.6,14.3,19.7,51.5,2.5,2,3,5,9.2,1,1,1,5.0,1,1,0
38.05,494919.4,0.588,1.408,245,0.93,1.95,114.7,18.81,8.9,23.7,42.5,2.7,2,3,4,1.2,2,1,1,5.0,1,1,0
38.79,327585.6,0.616,1.435,245,0.97,1.76,105.5,26.74,10.5,25.4,73.5,0.7,2,3,2,8.1,2,0,1,3.1,0,1,2
29.97,545176.3,0.562,1.418,495,0.23,0.3,75.8,26.33,29.8,24.5,60.5,1.8,1,1,3,7.3,3,1,2,5.0,1,1,1
39.96,431369.6,0.562,1.413,495,-0.61,1.32,35.5,23.96,8.0,22.7,33.5,0.7,1,2,4,18.5,3,1,2,4.9,1,1,0
33.35,370564.5,0.575,1.37,245,-7.13,1.07,108.7,23.32,72.8,22.8,52.4,5.1,1,2,5,10.4,1,0,2,5.0,1,1,2
36.57,471692.4,0.62,1.427,245,3.44,1.12,94.8,24.79,14.8,19.4,62.1,7.6,2,3,5,13.6,1,0,1,5.0,1,1,0
41.99,364072.6,0.651,1.411,495,-4.04,1.7,104.0,24.2,9.0,26.5,44.6,4.0,2,4,5,5.4,1,1,2,5.0,1,1,1
36.29,419727.4,0.641,1.398,495,-0.2,1.56,83.0,23.6,14.2,21.6,50.4,0.8,1,2,5,4.9,3,1,1,4.2,1,1,0
34.47,435970.6,0.659,1.422,245,-5.7,1.89,52.0,13.77,39.1,32.0,67.2,6.0,1,2,5,18.3,1,1,2,3.3,1,0,2
40.68,522497.7,0.579,1.412,995,-0.8,2.0,50.0,36.93,19.9,28.8,60.9,4.3,2,3,3,0.7,2,1,2,4.9,1,0,2
34.79,756411.6,0.575,1.444,995,1.34,1.32,73.8,38.0,21.0,24.2,56.9,5.9,1,3,2,4.0,2,1,2,5.0,1,0,2
37.82,485151.2,0.61,1.412,995,0.78,0.96,87.6,23.08,6.1,19.3,59.6,0.1,2,3,3,3.2,2,1,1,5.0,1,1,0
31.32,322450.4,0.616,1.426,245,-1.48,0.88,51.8,28.57,18.1,22.6,57.8,1.8,2,4,3,3.3,3,1,1,5.0,1,1,0
38.2,561951.1,0.552,1.473,245,1.08,0.38,50.3,28.75,16.8,21.1,54.0,0.7,1,2,5,0.8,2,1,1,4.1,1,1,0
32.57,643321.1,0.591,1.375,245,-0.82,0.54,109.1,22.06,8.4,22.6,65.2,8.2,2,2,4,8.9,3,1,1,4.7,1,1,0
37.72,451664.8,0.602,1.437,995,0.15,1.22,98.4,26.65,51.0,20.3,60.0,1.2,3,4,5,12.4,3,1,1,4.7,1,1,0
43.87,372845.7,0.624,1.413,495,0.17,1.83,100.0,20.04,13.1,27.1,48.2,0.8,2,3,4,1.7,3,1,2,4.1,1,1,1
38.78,624218.1,0.628,1.365,245,0.21,1.49,69.8,30.8,32.2,18.5,55.3,2.5,1,3,3,1.5,2,1,2,4.5,1,1,0
30.34,433406.4,0.602,1.413,245,-1.71,0.47,51.8,23.84,15.7,21.9,47.9,1.1,1,1,2,5.6,2,1,2,4.4,1,1,1
46.3,371385.6,0.591,1.418,245,0.55,1.01,85.7,22.81,42.3,26.4,58.5,9.8,3,4,3,2.5,2,0,2,3.4,1,1,1
30.05,211290.0,0.625,1.418,995,-1.36,1.52,114.9,31.26,10.5,22.5,52.6,0.8,2,2,2,11.8,1,1,1,5.0,1,1,1
39.05,721104.0,0.606,1.441,495,-0.54,1.66,85.0,29.56,24.8,25.1,42.9,1.1,1,1,3,32.0,3,1,2,4.9,1,1,0
36.45,388607.3,0.568,1.417,995,-0.28,0.23,72.5,19.8,18.6,20.5,67.4,2.7,2,3,3,0.7,3,0,2,3.8,1,1,1
35.88,496830.9,0.676,1.395,995,0.5,0.81,51.4,26.18,24.6,26.2,47.1,0.8,2,2,3,12.3,2,1,1,4.3,1,1,0
33.76,592402.5,0.652,1.447,995,-0.24,0.45,38.4,21.61,16.1,21.4,57.2,2.6,1,2,4,16.5,2,1,2,5.0,1,1,1
38.42,855966.2,0.588,1.412,245,-0.97,0.13,39.6,18.68,18.8,21.7,49.5,1.0,1,1,3,11.7,2,1,1,5.0,1,1,0
48.05,371371.9,0.587,1.425,995,-0.24,1.8,95.4,27.76,45.1,26.3,67.0,0.0,2,2,3,38.5,3,0,2,3.4,1,1,2
37.02,414100.1,0.584,1.414,495,-0.37,1.05,70.6,24.29,13.6,26.8,65.7,4.3,3,3,2,4.8,1,1,1,3.4,1,1,1
33.69,346494.0,0.594,1.407,495,1.55,1.3,85.7,26.47,14.6,26.7,47.4,9.7,2,2,3,5.6,1,1,2,3.8,1,1,0
44.84,411831.0,0.651,1.441,495,-0.33,1.08,49.2,25.41,17.1,26.7,35.3,0.7,3,5,3,1.4,2,0,1,4.4,1,1,2
40.37,526383.2,0.585,1.392,495,-0.57,0.31,101.3,24.79,25.4,25.2,67.2,0.8,3,4,5,19.6,3,1,2,4.2,1,1,1
43.55,355613.2,0.579,1.401,995,-0.95,0.71,92.0,19.75,13.6,26.6,61.3,1.5,1,1,3,13.8,2,0,1,4.1,1,1,1
33.01,618679.1,0.613,1.408,495,0.75,1.26,120.0,22.29,29.3,28.5,47.7,5.1,2,2,3,3.5,1,1,1,5.0,1,1,0
38.0,482252.8,0.547,1.418,495,5.45,0.25,92.1,31.7,20.7,21.6,63.8,0.1,1,2,2,10.4,1,1,2,5.0,1,1,1
28.0,320042.5,0.607,1.422,995,-0.47,1.86,81.7,20.28,18.9,23.4,63.4,2.7,1,1,4,3.9,2,1,1,4.9,1,1,1
32.02,448642.5,0.619,1.385,995,0.94,0.77,111.6,30.9,8.3,21.8,57.8,1.0,1,1,5,1.3,2,1,1,5.0,1,1,0
36.51,397774.7,0.586,1.42,245,0.94,0.12,49.8,24.49,88.0,25.9,53.2,1.2,2,4,4,12.9,3,1,1,5.0,1,1,0
30.72,637439.7,0.541,1.403,995,0.57,1.91,23.9,21.8,24.4,24.7,67.2,5.0,3,3,3,0.3,3,1,1,2.9,0,1,1
38.78,423411.3,0.63,1.397,995,-0.81,1.33,90.2,22.84,15.5,23.4,53.5,3.1,3,5,4,31.9,3,1,2,5.0,1,1,0
41.26,449303.8,0.582,1.388,245,-0.32,0.47,100.4,19.55,35.6,19.6,64.8,1.6,1,1,2,1.7,2,1,2,5.0,1,1,1
34.53,380883.8,0.638,1.47,245,0.13,0.88,48.6,24.56,11.2,19.6,49.4,7.9,1,2,3,3.1,3,1,2,5.0,1,1,0
38.19,420003.6,0.599,1.409,995,-0.07,1.6,74.2,30.42,8.2,22.1,50.9,0.5,3,4,4,6.7,3,1,2,5.0,1,1,2
31.92,219228.0,0.577,1.436,245,-3.0,1.57,108.4,30.07,5.9,18.7,65.6,2.6,2,2,2,8.2,2,0,1,3.4,1,1,2
30.08,434408.9,0.621,1.441,495,-1.28,1.65,46.4,27.65,73.8,25.6,55.6,4.2,2,3,2,0.0,3,0,3,5.0,1,1,2
36.65,461951.6,0.618,1.417,995,0.32,0.17,117.9,24.45,5.9,24.8,69.7,1.4,3,5,3,2.6,2,1,1,3.9,0,1,0
38.88,276691.0,0.583,1.43,245,0.99,0.16,79.0,19.46,22.8,21.3,59.1,1.1,2,4,3,17.6,2,1,3,4.9,1,1,0
36.35,372397.9,0.592,1.444,245,-1.13,0.75,22.0,27.28,24.2,23.5,65.0,0.1,1,1,4,6.9,2,1,3,4.5,1,1,0
29.58,424320.2,0.611,1.424,245,1.0,1.34,91.6,28.01,6.2,21.0,50.4,0.4,1,1,3,51.8,3,1,2,5.0,1,1,1
31.68,463919.2,0.577,1.413,245,0.97,1.96,87.8,24.06,39.8,23.5,53.1,0.9,2,3,5,24.2,3,0,1,5.0,1,1,2
40.82,418121.4,0.636,1.409,995,-1.7,0.16,82.8,30.99,19.9,25.9,58.9,1.5,2,3,2,10.3,2,1,1,4.0,1,1,1
35.69,545224.7,0.596,1.433,245,0.02,0.86,111.5,31.82,8.9,20.7,41.8,5.9,3,3,5,3.0,3,1,2,4.8,1,1,0
35.54,751587.8,0.63,1.421,245,-0.32,1.74,115.6,26.73,18.1,23.9,69.3,1.1,1,1,3,6.6,2,1,2,2.5,0,1,0
41.43,421025.6,0.569,1.428,245,3.46,0.98,86.1,24.38,5.4,21.8,39.2,3.0,1,2,3,17.0,1,0,2,5.0,1,1,1
34.38,571980.1,0.606,1.428,495,1.84,1.04,24.2,23.39,31.9,19.1,80.6,6.2,1,2,5,2.3,2,1,3,2.7,0,1,1
36.48,456399.2,0.564,1.373,495,-0.44,1.71,29.3,28.46,5.6,20.9,55.1,1.5,3,3,4,3.6,2,0,2,4.8,1,1,0
41.67,511010.7,0.605,1.427,995,-1.22,1.52,69.5,25.97,15.2,19.9,65.5,6.8,2,3,4,7.3,2,1,2,4.1,1,1,0
42.84,731994.4,0.563,1.422,995,-2.49,0.22,101.5,15.71,11.3,22.9,48.1,0.6,3,3,3,26.1,1,1,1,5.0,1,0,2
29.28,714098.5,0.596,1.405,495,-1.14,0.79,104.4,22.29,19.7,23.9,51.8,0.6,1,2,4,1.9,2,1,1,4.7,1,1,1
45.64,542645.6,0.592,1.434,495,0.39,1.53,64.3,20.84,28.7,25.1,55.9,0.4,1,2,4,6.4,3,1,2,5.0,1,1,1
38.44,547818.0,0.599,1.424,245,-0.1,0.94,74.2,33.09,6.2,26.1,56.5,8.0,2,3,4,17.7,3,1,3,4.8,1,1,0
38.23,560491.7,0.673,1.397,245,1.34,1.6,71.3,26.55,16.5,21.1,47.6,7.1,3,3,5,0.3,3,1,1,4.2,1,1,0
43.21,391791.8,0.621,1.448,495,-0.61,0.16,70.7,25.23,14.0,21.4,61.9,0.5,1,2,3,50.6,2,1,1,4.4,1,1,1
37.44,481348.5,0.576,1.439,995,-0.66,1.75,37.9,21.78,10.5,29.6,62.9,5.0,2,3,5,3.5,3,1,2,3.5,1,1,0
35.37,624076.0,0.611,1.407,495,0.38,0.43,106.4,26.91,20.4,27.4,65.0,1.9,1,2,3,16.9,3,1,1,4.3,1,1,0
40.99,552002.0,0.608,1.406,995,-0.34,0.71,55.1,38.24,21.8,23.4,48.2,1.0,2,3,5,8.7,3,1,1,5.0,1,0,2
45.63,723775.3,0.595,1.382,495,-3.49,0.77,102.1,18.63,8.8,19.2,49.8,1.4,1,1,2,2.1,2,1,2,5.0,1,1,2
31.69,707541.5,0.637,1.403,245,-0.2,1.67,93.8,27.18,38.1,23.8,48.8,1.5,3,3,4,1.5,2,1,3,4.9,1,1,0
35.22,447041.1,0.596,1.417,995,-0.09,1.17,20.6,20.51,7.1,24.9,66.6,0.3,1,1,5,9.0,1,1,2,3.9,1,1,0
35.92,363623.6,0.651,1.455,245,-1.19,0.34,109.3,26.07,27.0,18.2,54.3,2.9,1,1,2,11.8,1,1,2,5.0,1,1,1
39.22,487080.1,0.61,1.416,495,-0.61,1.06,75.9,26.7,26.2,18.3,47.8,0.9,3,5,5,1.9,2,0,1,4.3,1,1,1
38.91,496456.3,0.612,1.413,995,-0.27,0.82,86.8,15.37,60.2,27.6,62.3,0.3,2,3,5,4.9,1,1,1,3.9,1,0,2
33.25,508187.7,0.686,1.47,995,-0.48,1.36,70.2,29.98,24.5,21.5,65.8,7.6,2,2,5,2.1,2,0,1,3.2,1,1,2
38.83,512401.0,0.613,1.417,995,-1.14,0.18,110.5,19.01,15.9,21.5,57.0,0.2,2,4,4,21.0,2,1,1,5.0,1,1,0
32.56,404603.7,0.55,1.432,245,-0.34,0.63,73.8,29.75,47.6,27.3,57.7,0.7,2,3,4,32.1,1,1,2,5.0,1,1,1
37.5,365786.7,0.622,1.405,495,0.27,0.92,48.0,32.4,32.6,24.9,46.3,1.8,3,4,2,5.4,1,0,1,5.0,1,1,1
35.35,494316.8,0.591,1.401,245,-3.24,1.52,115.1,21.75,8.5,19.5,65.2,0.6,2,2,4,3.2,1,1,3,3.5,1,1,0
35.02,547062.0,0.634,1.426,995,0.9,1.8,113.6,29.51,15.1,22.7,45.2,2.4,2,4,5,5.0,3,0,1,4.8,1,1,0
32.74,873269.2,0.547,1.414,245,-1.07,1.57,28.1,22.89,21.4,25.0,59.3,0.1,2,3,3,27.6,3,0,2,4.6,1,1,1
40.72,728373.4,0.585,1.396,995,0.51,1.89,21.7,35.24,13.6,19.7,61.6,3.9,1,1,4,3.1,2,0,3,5.0,1,0,2
38.78,511004.7,0.622,1.412,245,-0.59,0.68,57.9,22.16,24.4,24.6,55.5,4.5,3,4,2,7.1,1,0,1,5.0,1,1,1
39.6,489569.6,0.579,1.402,495,0.72,1.47,48.3,28.3,5.3,21.7,45.0,10.7,3,3,4,8.7,2,0,1,5.0,1,1,0
36.31,479638.3,0.622,1.399,245,-0.89,1.32,94.2,19.98,12.6,19.4,60.9,1.2,1,1,3,14.8,3,1,2,4.5,1,1,0
40.88,374323.8,0.62,1.437,245,-0.52,0.86,28.6,25.47,11.7,26.0,56.9,1.0,2,2,3,29.4,1,1,2,4.1,1,1,0
35.51,551654.7,0.586,1.427,245,0.23,1.69,41.1,28.41,38.0,21.8,41.1,0.8,3,3,4,34.4,3,1,1,5.0,1,1,0
